测试套/软件包名,测试用例名,日志文件,原因,Broken testcase,pkg not found,preinstall absent,kernel module absent,file missing,systemd unit restart failure,systemd unit runtime error,systemd unit enable failure,timeout
podman,oe_test_service_io.podman,2023-02-03-04_03_56.log,"file missing
systemd unit runtime error
",0,0,0,0,1,0,1,0,0
podman,oe_test_socket_io.podman,2023-02-03-04_05_47.log,"file missing
",0,0,0,0,1,0,0,0,0
policycoreutils,oe_test_service_restorecond,2023-02-03-04_05_56.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
pps-tools,oe_test_pps-tools,2023-02-03-04_19_01.log,"file missing
",0,0,0,0,1,0,0,0,0
procinfo,oe_test_procinfo_01,2023-02-03-04_29_44.log,,0,0,0,0,0,0,0,0,0
procinfo,oe_test_procinfo_02,2023-02-03-04_30_57.log,,0,0,0,0,0,0,0,0,0
psacct,oe_test_psacct,2023-02-03-04_54_45.log,,0,0,0,0,0,0,0,0,0
psacct,oe_test_service_psacct,2023-02-03-04_55_59.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
qemu,oe_test_service_qemu-guest-agent,2023-02-03-04_59_11.log,"systemd unit restart failure
systemd unit runtime error
",0,0,0,0,0,1,1,0,0
qperf,oe_test_qperf_01,2023-02-03-05_25_41.log,"timeout
",0,0,0,0,0,0,0,0,1
qt5-qttools,oe_test_qt5-qttools_qdbus-qt5,2023-02-03-05_41_41.log,,0,0,0,0,0,0,0,0,0
qt5-qttools,oe_test_qt5-qttools_qdoc_02,2023-02-03-05_47_25.log,,0,0,0,0,0,0,0,0,0
qt5-qttools,oe_test_qt5-qttools_qdoc_03,2023-02-03-05_50_49.log,,0,0,0,0,0,0,0,0,0
quota,oe_test_service_quota_nld,2023-02-03-06_00_17.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
rabbitmq-server,oe_test_rabbitmqctl_app,2023-02-03-06_09_04.log,,0,0,0,0,0,0,0,0,0
radvd,oe_test_service_radvd,2023-02-03-06_08_12.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
rasdaemon,oe_test_service_ras-mc-ctl,2023-02-03-06_13_15.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
rasdaemon,oe_test_service_rasdaemon,2023-02-03-06_11_35.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
rdma-core,oe_test_socket_ibacm,2023-02-03-06_20_41.log,"file missing
",0,0,0,0,1,0,0,0,0
redis,oe_test_redis_02,2023-02-03-06_40_15.log,"timeout
",0,0,0,0,0,0,0,0,1
redis5,oe_test_redis5_02,2023-02-03-07_02_59.log,"timeout
",0,0,0,0,0,0,0,0,1
redis6,oe_test_redis6_02,2023-02-03-07_08_59.log,"timeout
",0,0,0,0,0,0,0,0,1
rng-tools,oe_test_service_rngd,2023-02-03-07_15_53.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
rootsh,oe_test_rootsh01,2023-02-03-07_18_14.log,,0,0,0,0,0,0,0,0,0
rootsh,oe_test_rootsh02,2023-02-03-07_19_33.log,,0,0,0,0,0,0,0,0,0
rpmdevtools,oe_test_rpmdevtools_rpmargs,2023-02-03-07_22_25.log,"timeout
",0,0,0,0,0,0,0,0,1
rpmdevtools,oe_test_rpmdevtools_rpmdev-wipetree,2023-02-03-07_27_11.log,"Broken testcase
timeout
",1,0,0,0,0,0,0,0,1
rsyslog,oe_test_rsyslog_abnormal_template,2023-02-03-07_41_09.log,"timeout
",0,0,0,0,0,0,0,0,1
rsyslog,oe_test_rsyslog_function_attribute,2023-02-03-07_41_58.log,"file missing
timeout
",0,0,0,0,1,0,0,0,1
rsyslog,oe_test_rsyslog_function_httpd,2023-02-03-07_44_21.log,"timeout
",0,0,0,0,0,0,0,0,1
rsyslog,oe_test_rsyslog_function_relp,2023-02-03-07_49_47.log,"file missing
timeout
",0,0,0,0,1,0,0,0,1
rsyslog,oe_test_rsyslog_function_tcp,2023-02-03-07_51_36.log,"file missing
timeout
",0,0,0,0,1,0,0,0,1
rsyslog,oe_test_rsyslog_function_tcp_firewall,2023-02-03-07_52_24.log,"file missing
timeout
",0,0,0,0,1,0,0,0,1
rsyslog,oe_test_rsyslog_function_udp,2023-02-03-07_53_43.log,"file missing
timeout
",0,0,0,0,1,0,0,0,1
rsyslog,oe_test_rsyslog_reliability_lenght,2023-02-03-07_56_32.log,"file missing
timeout
",0,0,0,0,1,0,0,0,1
rsyslog,oe_test_rsyslog_reliability_network,2023-02-03-07_57_19.log,"timeout
",0,0,0,0,0,0,0,0,1
rsyslog,oe_test_rsyslog_reliability_tcp,2023-02-03-08_30_21.log,"file missing
timeout
",0,0,0,0,1,0,0,0,1
ruby,oe_test_irb_01,2023-02-03-08_07_58.log,,0,0,0,0,0,0,0,0,0
rubygem-bundler,oe_test_rubygem-bundler_bundle_02,2023-02-03-08_36_34.log,"timeout
",0,0,0,0,0,0,0,0,1
samba,oe_test_service_ctdb,2023-02-03-09_01_40.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
samba,oe_test_service_nmb,2023-02-03-09_03_37.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
samba,oe_test_service_samba,2023-02-03-09_05_32.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
samba,oe_test_service_smb,2023-02-03-09_08_10.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
samba,oe_test_service_winbind,2023-02-03-09_10_50.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
sanlock,oe_test_service_sanlk-resetd,2023-02-03-09_18_11.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
sanlock,oe_test_service_wdmd,2023-02-03-09_21_10.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
security-tool,oe_test_security_tool,2023-02-03-09_24_24.log,"file missing
",0,0,0,0,1,0,0,0,0
security-tool,oe_test_service_openEuler-security,2023-02-03-09_25_46.log,"preinstall absent
systemd unit runtime error
systemd unit enable failure
",0,0,1,0,0,0,1,1,0
sos,oe_test_sosreport_01,2023-02-03-09_30_53.log,"file missing
timeout
",0,0,0,0,1,0,0,0,1
sos,oe_test_sosreport_02,2023-02-03-09_59_05.log,"timeout
",0,0,0,0,0,0,0,0,1
sos,oe_test_sosreport_03,2023-02-03-10_15_49.log,"file missing
",0,0,0,0,1,0,0,0,0
sos,oe_test_sosreport_04,2023-02-03-10_27_23.log,,0,0,0,0,0,0,0,0,0
spawn-fcgi,oe_test_service_spawn-fcgi,2023-02-03-09_42_24.log,"systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,0,1,1,1,0
strongswan,oe_test_service_strongswan,2023-02-03-10_41_37.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
strongswan,oe_test_service_strongswan-swanctl,2023-02-03-10_42_53.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
systemd,oe_test_service_console-getty,2023-02-02-03_19_21.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,1,0,0,1,1,1,0
systemd,oe_test_service_dbus-org.freedesktop.import1,2023-02-02-03_20_36.log,"file missing
systemd unit restart failure
systemd unit runtime error
",0,0,0,0,1,1,1,0,0
systemd,oe_test_service_dbus-org.freedesktop.portable1,2023-02-02-03_24_17.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
systemd,oe_test_service_initrd-switch-root,2023-02-02-03_27_12.log,"preinstall absent
systemd unit runtime error
",0,0,1,0,0,0,1,0,0
systemd,oe_test_service_quotaon,2023-02-02-03_28_40.log,"file missing
systemd unit restart failure
systemd unit runtime error
",0,0,0,0,1,1,1,0,0
systemd,oe_test_service_systemd-ask-password-wall,2023-02-02-03_31_35.log,"systemd unit restart failure
systemd unit runtime error
",0,0,0,0,0,1,1,0,0
systemd,oe_test_service_systemd-boot-check-no-failures,2023-02-02-03_32_29.log,"systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,0,1,1,1,0
systemd,oe_test_service_systemd-fsck-root,2023-02-02-03_35_17.log,"systemd unit runtime error
",0,0,0,0,0,0,1,0,0
systemd,oe_test_service_systemd-importd,2023-02-02-03_37_17.log,"file missing
systemd unit restart failure
systemd unit runtime error
",0,0,0,0,1,1,1,0,0
systemd,oe_test_service_systemd-initctl,2023-02-02-03_38_35.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
systemd,oe_test_service_systemd-journal-gatewayd,2023-02-02-03_40_42.log,"pkg not found
file missing
systemd unit restart failure
systemd unit runtime error
",0,1,0,0,1,1,1,0,0
systemd,oe_test_service_systemd-journal-remote,2023-02-02-03_41_29.log,"pkg not found
file missing
systemd unit restart failure
systemd unit runtime error
",0,1,0,0,1,1,1,0,0
systemd,oe_test_service_systemd-journal-upload,2023-02-02-03_42_23.log,"pkg not found
file missing
systemd unit restart failure
systemd unit runtime error
",0,1,0,0,1,1,1,0,0
systemd,oe_test_service_systemd-network-generator,2023-02-02-03_47_21.log,"preinstall absent
systemd unit runtime error
systemd unit enable failure
",0,0,1,0,0,0,1,1,0
systemd,oe_test_service_systemd-networkd,2023-02-02-03_46_06.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
systemd,oe_test_service_systemd-networkd-wait-online,2023-02-02-03_46_43.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
systemd,oe_test_service_systemd-portabled,2023-02-02-03_47_42.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
systemd,oe_test_service_systemd-quotacheck,2023-02-02-03_48_43.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
systemd,oe_test_service_systemd-resolved,2023-02-02-03_50_31.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
systemd,oe_test_service_systemd-sysext,2023-02-02-04_30_43.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
systemd,oe_test_service_systemd-udevd,2023-02-02-03_55_33.log,"systemd unit restart failure
systemd unit runtime error
",0,0,0,0,0,1,1,0,0
systemd,oe_test_service_systemd-userdbd,2023-02-02-04_31_22.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
systemd,oe_test_socket_syslog,2023-02-02-04_00_45.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
systemd,oe_test_socket_systemd-journal-gatewayd,2023-02-02-04_04_04.log,"pkg not found
file missing
",0,1,0,0,1,0,0,0,0
systemd,oe_test_socket_systemd-journal-remote,2023-02-02-04_04_50.log,"pkg not found
file missing
",0,1,0,0,1,0,0,0,0
systemd,oe_test_socket_systemd-networkd,2023-02-02-04_05_36.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
systemd,oe_test_socket_systemd-rfkill,2023-02-02-04_06_13.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
systemd,oe_test_socket_systemd-userdbd,2023-02-02-04_32_00.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
systemd,oe_test_target_cryptsetup,2023-02-02-04_09_07.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
systemd,oe_test_target_cryptsetup-pre,2023-02-02-04_08_52.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
systemd,oe_test_target_initrd-switch-root,2023-02-02-04_15_13.log,,0,0,0,0,0,0,0,0,0
systemd,oe_test_target_machines,2023-02-02-04_16_34.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
systemd,oe_test_target_remote-cryptsetup,2023-02-02-04_20_11.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
systemd,oe_test_target_remote-veritysetup,2023-02-02-04_32_49.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
systemd,oe_test_target_veritysetup,2023-02-02-04_33_56.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
systemd,oe_test_target_veritysetup-pre,2023-02-02-04_34_33.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
systemtap,oe_test_service_systemtap,2023-02-03-11_07_32.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
targetcli,oe_test_targetcli_01,2023-02-03-11_09_59.log,,0,0,0,0,0,0,0,0,0
targetcli,oe_test_targetcli_02,2023-02-03-11_11_55.log,,0,0,0,0,0,0,0,0,0
targetcli,oe_test_targetcli_03,2023-02-03-11_13_19.log,"file missing
",0,0,0,0,1,0,0,0,0
targetcli,oe_test_targetcli_04,2023-02-03-11_15_03.log,"file missing
",0,0,0,0,1,0,0,0,0
tomcat,oe_test_service_tomcat-jsvc,2023-02-03-11_28_56.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
tuned,oe_test_service_tuned,2023-02-03-11_37_12.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",0,0,1,0,0,1,1,0,0
unbound,oe_test_service_unbound-keygen,2023-02-03-11_42_24.log,"file missing
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",0,0,0,0,1,1,1,1,0
vdo,oe_test_service_vdo,2023-02-03-11_50_27.log,"file missing
systemd unit restart failure
systemd unit runtime error
",0,0,0,0,1,1,1,0,0
webbench,oe_test_webbench,2023-02-03-11_57_44.log,,0,0,0,0,0,0,0,0,0
wireshark,oe_test_capinfos,2023-02-03-11_59_20.log,"timeout
",0,0,0,0,0,0,0,0,1
wireshark,oe_test_captype,2023-02-03-12_29_29.log,"timeout
",0,0,0,0,0,0,0,0,1
wireshark,oe_test_dumpcap_01,2023-02-03-12_59_36.log,"file missing
timeout
",0,0,0,0,1,0,0,0,1
wireshark,oe_test_dumpcap_02,2023-02-03-13_29_44.log,"timeout
",0,0,0,0,0,0,0,0,1
wireshark,oe_test_editcap_01,2023-02-03-13_59_51.log,"file missing
",0,0,0,0,1,0,0,0,0
wireshark,oe_test_editcap_02,2023-02-03-14_02_13.log,"timeout
",0,0,0,0,0,0,0,0,1
wireshark,oe_test_mergecap,2023-02-03-14_32_20.log,"file missing
",0,0,0,0,1,0,0,0,0
wireshark,oe_test_tshark_01,2023-02-03-14_44_50.log,"timeout
",0,0,0,0,0,0,0,0,1
wireshark,oe_test_tshark_02,2023-02-03-15_14_58.log,"file missing
",0,0,0,0,1,0,0,0,0
wireshark,oe_test_tshark_03,2023-02-03-15_16_25.log,"timeout
",0,0,0,0,0,0,0,0,1
